share_files_nums,share_files_rate,only_commit_files_nums,exist_cve,insert_loc_nums,delete_loc_nums,all_loc_nums,all_method_nums,commit_msg,cve_desc,commit_id,is_right
0,0,4,1,3,1,4,1,"CVE-2017-13000/IEEE 802.15.4: Fix bug introduced two fixes prior.

We've already advanced the pointer past the PAN ID, if present; it now
points to the address, so don't add 2 to it.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add a test using the capture file supplied by the reporter(s).",The IEEE 802.15.4 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_15_4.c:ieee802_15_4_if_print().,8512734883227c11568bb35da1d48b9f8466f43f,1
0,0,4,1,3,1,4,1,"CVE-2017-13000/IEEE 802.15.4: Fix bug introduced by previous fix.

We've already advanced the pointer past the PAN ID, if present; it now
points to the address, so don't add 2 to it.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add a test using the capture file supplied by the reporter(s).",The IEEE 802.15.4 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_15_4.c:ieee802_15_4_if_print().,a7e5f58f402e6919ec444a57946bade7dfd6b184,1
0,0,10,1,42,7,49,1,"CVE-2017-12895/ICMP: Check the availability of data before checksumming it.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add tests using the capture files supplied by the reporter(s).",The ICMP parser in tcpdump before 4.9.2 has a buffer over-read in print-icmp.c:icmp_print().,2b62d1dda41590db29368ec7ba5f4faf3464765a,1
0,0,4,1,2803,29,2832,3,"CVE-2017-12894/In lookup_bytestring(), take the length of the byte string into account.

Otherwise, if, in our search of the hash table, we come across a byte
string that's shorter than the string we're looking for, we'll search
past the end of the string in the hash table.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add a test using the capture file supplied by the reporter(s).",Several protocol parsers in tcpdump before 4.9.2 could cause a buffer over-read in addrtoname.c:lookup_bytestring().,730fc35968c5433b9e2a829779057f4f9495dc51,1
0,0,4,1,20,0,20,1,"CVE-2017-12893/SMB/CIFS: Add a bounds check in name_len().

After we advance the pointer by the length value in the buffer, make
sure it points to something in the captured data.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add a test using the capture file supplied by the reporter(s).",The SMB/CIFS parser in tcpdump before 4.9.2 has a buffer over-read in smbutil.c:name_len().,6f5ba2b651cd9d4b7fa8ee5c4f94460645877c45,1
0,0,4,1,70,1,71,1,"CVE-2017-12896/ISAKMP: Do bounds checks in isakmp_rfc3948_print().

This fixes a buffer over-read discovered by Kamil Frankowicz.

Add a test using the capture file supplied by the reporter(s).",The ISAKMP parser in tcpdump before 4.9.2 has a buffer over-read in print-isakmp.c:isakmp_rfc3948_print().,f76e7feb41a4327d2b0978449bbdafe98d4a3771,1
0,0,3,1,2,0,2,0,"CVE-2017-12896/ISAKMP: Add another test.

This is from Brian Carpenter for the print-isakmp bug fix.",The ISAKMP parser in tcpdump before 4.9.2 has a buffer over-read in print-isakmp.c:isakmp_rfc3948_print().,4e430c6b0d8b7e77c7abca7e7afb0c3e727502f2,1
0,0,1,0,2,2,4,1,https://github.com/ImageMagick/ImageMagick/issues/662,Use-after-free vulnerability in the DestroyImage function in image.c in ImageMagick before 7.0.6-6 allows remote attackers to cause a denial of service via a crafted file.,04178de2247e353fc095846784b9a10fefdbf890,1
1,1,0,0,5,0,5,2,"https://github.com/ImageMagick/ImageMagick/issues/663
https://github.com/ImageMagick/ImageMagick/issues/655",Heap-based buffer overflow in enhance.c in ImageMagick before 7.0.6-6 allows remote attackers to cause a denial of service via a crafted file.,1cc6f0ccc92c20c7cab6c4a7335daf29c91f0d8e,1
0,0,3,1,6,0,6,0,"CVE-2017-12902/Zephyr: Add an additional test.

File from Kamil Frankowicz.","The Zephyr parser in tcpdump before 4.9.2 has a buffer over-read in print-zephyr.c, several functions.",6ec0c6fa63412c7a07a5bcb790a529c3563b4173,1
0,0,4,1,33,15,48,3,"CVE-2017-12902/Zephyr: Fix bounds checking.

Use ND_TTEST() rather than comparing against ndo->ndo_snapend ourselves;
it's easy to get the tests wrong.

Check for running out of packet data before checking for running out of
captured data, and distinguish between running out of packet data (which
might just mean ""no more strings"") and running out of captured data
(which means ""truncated"").

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add a test using the capture file supplied by the reporter(s).","The Zephyr parser in tcpdump before 4.9.2 has a buffer over-read in print-zephyr.c, several functions.",d17507ffa3e9742199b02a66aa940e79ababfa30,1
0,0,4,1,313,6,319,4,"CVE-2017-12898/NFS: Fix bounds checking.

Fix the bounds checking for the NFSv3 WRITE procedure to check whether the
length of the opaque data being written is present in the captured data,
not just whether the byte count is present in the captured data.
furthest forward in the packet, not the item before it.  (This also lets
us eliminate the check for the ""stable"" argument being present in the
captured data; rewrite the code to print that to make it a bit clearer.)

Check that the entire ar_stat field is present in the capture.

Note that parse_wcc_attr() is called after we've already checked whether
the wcc_data is present.

Check before fetching the ""access"" part of the NFSv3 ACCESS results.
This fixes a buffer over-read discovered by Kamil Frankowicz.

Include a test for the ""check before fetching the ""access"" part..."" fix,
using the capture supplied by the reporter(s).",The NFS parser in tcpdump before 4.9.2 has a buffer over-read in print-nfs.c:interp_reply().,19d25dd8781620cd41bf178a5e2e27fc1cf242d0,1
0,0,15,1,27,26,53,16,"CVE-2017-12897/ISO CLNS: Use ND_TTEST() for the bounds checks in isoclns_print().

This fixes a buffer over-read discovered by Kamil Frankowicz.

Don't pass the remaining caplen - that's too hard to get right, and we
were getting it wrong in at least one case; just use ND_TTEST().

Add a test using the capture file supplied by the reporter(s).",The ISO CLNS parser in tcpdump before 4.9.2 has a buffer over-read in print-isoclns.c:isoclns_print().,1dcd10aceabbc03bf571ea32b892c522cbe923de,1
0,0,4,1,4184,0,4184,1,"CVE-2017-12901/EIGRP: Do more length checks.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add a test using the capture file supplied by the reporter(s).",The EIGRP parser in tcpdump before 4.9.2 has a buffer over-read in print-eigrp.c:eigrp_print().,de981e6070d168b58ec1bb0713ded77ed4ad87f4,1
0,0,9,1,87,1,88,0,"CVE-2017-12900/Properly terminate all struct tok arrays.

This fixes a buffer over-read discovered by Forcepoint's security
researchers Otto Airamo & Antti Levom?ki.

Add tests using the capture files supplied by the reporter(s).",Several protocol parsers in tcpdump before 4.9.2 could cause a buffer over-read in util-print.c:tok2strbuf().,0318fa8b61bd6c837641129d585f1a73c652b1e0,1
0,0,4,1,7,0,7,2,"CVE-2017-12899/DECnet: Fix bounds checking.

If we're skipping over padding before the *real* flags, check whether
the real flags are in the captured data before fetching it.  This fixes
a buffer over-read discovered by Kamil Frankowicz.

Note one place where we don't need to do bounds checking as it's already
been done.

Add a test using the capture file supplied by the reporter(s).",The DECnet parser in tcpdump before 4.9.2 has a buffer over-read in print-decnet.c:decnet_print().,c6e0531b5def26ecf912e8de6ade86cbdaed3751,1
0,0,3,1,30,0,30,0,"CVE-2017-12899/DECnet: Add another test.

This is from Brian Carpenter for the print-decnet bug fix.",The DECnet parser in tcpdump before 4.9.2 has a buffer over-read in print-decnet.c:decnet_print().,f96003b21e2abfbba59b926b10a7f9bc7d11e36c,1
1,0.5,1,0,40,25,65,3,https://github.com/ImageMagick/ImageMagick/issues/574,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePALMImage in coders/palm.c.,0417cea1b6d72f90bd4f1f573f91e42a8ba66a89,1
1,1,0,0,11,4,15,1,https://github.com/ImageMagick/ImageMagick/issues/573,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteMAPImage in coders/map.c.,1dc0ac5016f1c4d50b100a086526d6a2453a5444,1
1,1,0,0,10,3,13,1,https://github.com/ImageMagick/ImageMagick/issues/576,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePDFImage in coders/pdf.c.,bd40cc5f53067322861b881485cbd70f509f3829,1
1,1,0,0,7,1,8,1,https://github.com/ImageMagick/ImageMagick/issues/550,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadOneJNGImage in coders\png.c.,c9aa9f80828594eacbe3affe16c43d623562e5d8,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/551,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadDCMImage in coders\dcm.c.,a33f7498f9052b50e8fe8c8422a11ba84474cb42,1
1,1,0,0,6,2,8,2,https://github.com/ImageMagick/ImageMagick/issues/549,ImageMagick 7.0.6-1 has a memory exhaustion vulnerability in ReadOneJNGImage in coders\png.c.,d9ccd8227c4c88a907cda5278408b73552cb0c07,1
1,1,0,0,4,1,5,1,https://github.com/ImageMagick/ImageMagick/issues/575,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePCXImage in coders/pcx.c.,2ba8f335fa06daf1165e0878462686028e633a74,1
1,1,0,0,5,1,6,1,https://github.com/ImageMagick/ImageMagick/issues/553,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadMATImage in coders\mat.c.,bfb7915d4b2e11acb6a819e451c382dc645277db,1
1,1,0,0,4,1,5,1,https://github.com/ImageMagick/ImageMagick/issues/572,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteINLINEImage in coders/inline.c.,d5559407ce29f4371e5df9c1cbde65455fe5854c,1
1,1,0,0,10,1,11,1,https://github.com/ImageMagick/ImageMagick/issues/577,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePICTImage in coders/pict.c.,c1b09bbec148f6ae11d0b686fdb89ac6dc0ab14e,1
1,1,0,0,2,0,2,1,https://github.com/ImageMagick/ImageMagick/issues/571,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteCALSImage in coders/cals.c.,73b6c35cede48ccb2e29dbe62c2d77488e5e70b7,1
1,1,0,0,2,0,2,1,https://github.com/ImageMagick/ImageMagick/issues/542,ImageMagick 7.0.6-1 has an out-of-bounds read vulnerability in ReadOneMNGImage in coders/png.c.,307fa45d512641fcd105f0d57ca50c1437cd1b81,1
0,0,1,0,55,5,60,1,"fix: [vulnerability] Fixes a vulnerability where a user can view sightings that they should not be eligible for

- requires access to the event that has received the sighting
- affects instances with restrictive sighting settings (event only / sighting reported only)

- as reported by Tyler McLellan of CanCyber.org","In MISP 2.4.102, an authenticated user can view sightings that they should not be eligible for. Exploiting this requires access to the event that has received the sighting. The issue affects instances with restrictive sighting settings (event only / sighting reported only).",c69969329d197bcdd04832b03310fa73f4eb7155,1
0,0,2,0,3,3,6,2,"fix: [security] Fixed presistent xss in the sighting popover tool

- As reported by an external pentest company on behalf of the Centre for Cyber security Belgium (CCB)",MISP 2.4.122 has Persistent XSS in the sighting popover tool. This is related to app/View/Elements/Events/View/sighting_field.ctp.,e24a9eb44c1306adb02c1508e8f266ac6b95b4ed,1
1,1,0,0,3,1,4,0,"fix: [security] Fix reflected xss via unsanitized URL parameters

- As reported by an external pentest company on behalf of the Centre for Cyber security Belgium (CCB)",MISP 2.4.122 has reflected XSS via unsanitized URL parameters. This is related to app/View/Users/statistics_orgs.ctp.,43a0757fb33769d9ad4ca09e8f2ac572f9f6a491,1
0,0,1,1,1,1,2,1,"CVE-2017-13725/IPv6 R.H.: Check for the existence of all fields before fetching them.

Don't fetch the length field from the header until after we've checked
for the existence of a field at or after that field.

(Found by code inspection, not by a capture.)",The IPv6 routing header parser in tcpdump before 4.9.2 has a buffer over-read in print-rt6.c:rt6_print().,3c4d7c0ee30a30e5abff3d6d9586a3753101faf5,1
0,0,3,1,4,0,4,0,"CVE-2017-13725/IPv6 R.H.: Add a capture file.

This is from Kamil Frankowicz testing an existing fix.

This is a test for the print-rt6.c fix I made after inspecting the code.",The IPv6 routing header parser in tcpdump before 4.9.2 has a buffer over-read in print-rt6.c:rt6_print().,c7c515ee03c285cc51376328de4ae9d549e501a5,1
1,1,0,0,2,0,2,1,https://github.com/ImageMagick/ImageMagick/issues/1472,The cineon parsing component in ImageMagick 7.0.8-26 Q16 allows attackers to cause a denial-of-service (uncontrolled resource consumption) by crafting a Cineon image with an incorrect claimed image size. This occurs because ReadCINImage in coders/cin.c lacks a check for insufficient image data in a file.,e3cdce6fe12193f235b8c0ae5efe6880a25eb957,1
1,1,0,0,81,7,88,5,"fix: Fixed a potential persistent cross site scripting in the comments

- new tag parser for the comments implemented
- Parser now cleanly pre-constructs the replacement items after finding tag pairs

- This only impacts users of the same instance, as comments are not synchronised

- as reported by Jurgen Jans and Cedric Van Bockhaven from Deloitte",app/View/Helper/CommandHelper.php in MISP before 2.4.79 has persistent XSS via comments. It only impacts the users of the same instance because the comment field is not part of the MISP synchronisation.,6eba658d4a648b41b357025d864c19a67412b8aa,1
